pinyinnum,pinyintone,pinyinnone,traditional,simplified,MC,OC,radsup,morph,variant,Kroll,sensorymod,zdic,note,datasource,morphology
hua1~lang1~lang1,huā~lāng~lāng,hua~lang~lang,嘩啷啷,哗啷啷,NA,NA,NA,NA,NA,NA,SOUND,NA,NA,Gong,NA
hua1~lang1~hua1~lang1,huā~lāng~huā~lāng,hua~lang~hua~lang,嘩啷嘩啷,哗啷哗啷,NA,NA,NA,NA,NA,NA,SOUND,NA,NA,Gong,NA
hua1~li1~hua1~lang1,huā~lī~huā~lāng,hua~li~hua~lang,嘩哩嘩啷,哗哩哗啷,NA,NA,NA,NA,NA,NA,SOUND,NA,NA,Gong,NA
hua1~li1~guang1~lang1,huā~lī~guāng~lāng,hua~li~guang~lang,嘩哩咣啷,哗哩咣啷,NA,NA,NA,NA,NA,NA,SOUND,NA,NA,Gong,NA
huang2~huang2,huáng~huáng,huang~huang,鍠鍠,鍠鍠,NA,NA,NA,NA,NA,NA,SOUND,NA,NA,Gong,NA
huang2~huang2,huáng~huáng,huang~huang,喤喤,喤喤,NA,NA,NA,NA,NA,NA,SOUND,NA,NA,Gong,NA
huang2~xia1,huáng~xiā,huang~xia,喤呷,喤呷,NA,NA,NA,NA,NA,NA,SOUND,NA,NA,Gong,NA
hui1~hui1,hūi~hūi,hui~hui,咴咴,咴咴,NA,NA,NA,NA,NA,NA,SOUND,NA,NA,Gong,NA
hui4~hui4,hùi~hùi,hui~hui,嘒嘒,嘒嘒,xwejH~xwejH,*qʷʰˤi[t]-s~*qʷʰˤi[t]-s,NA,NA,NA,NA,SOUND,NA,NA,Gong,NA
huo4~huo4,huò~huò,huo~huo,騞砉,騞砉,NA,NA,NA,NA,NA,NA,SOUND,NA,NA,Gong,NA
huo4,huò,huo,霍,霍,NA,NA,NA,NA,NA,NA,SOUND,NA,NA,Gong,NA
huo4,huò,huo,嚯,嚯,NA,NA,NA,NA,NA,NA,SOUND,NA,NA,Gong,NA
huo4~huo4,huò~huò,huo~huo,霍霍,霍霍,NA,NA,NA,NA,NA,NA,SOUND,NA,NA,Gong,NA
huo4~huo4,huò~huò,huo~huo,嚄嚄,嚄嚄,NA,NA,NA,NA,NA,NA,SOUND,NA,NA,Gong,NA
huo4~ze2,huò~zé,huo~ze,嚄唶,嚄唶,NA,NA,NA,NA,NA,NA,SOUND,NA,NA,Gong,NA
ji1,jī,ji,嘰,叽,NA,NA,NA,NA,NA,NA,SOUND,NA,NA,Gong,NA
ji1~ding1,jī~dīng,ji~ding,咭叮,咭叮,NA,NA,NA,NA,NA,NA,SOUND,NA,NA,Gong,NA
ji1~ding1,jī~dīng,ji~ding,吉丁,吉丁,kjit~teng,"*C.qi[t] (*C.q- > *k-, escaping palatalization)~*tˤeŋ",NA,NA,NA,NA,SOUND,NA,NA,Gong,NA
ji1~ga1,jī~gā,ji~ga,咭嘎,咭嘎,NA,NA,NA,NA,NA,NA,SOUND,NA,NA,Gong,NA
ji1~ga1~ji1~ga1,jī~gā~jī~gā,ji~ga~ji~ga,咭嘎咭嘎,咭嘎咭嘎,NA,NA,NA,NA,NA,NA,SOUND,NA,NA,Gong,NA
ji1~ge1,jī~gē,ji~ge,咭格,咭格,NA~kaek,NA~*kˤrak,NA,NA,NA,NA,SOUND,NA,NA,Gong,NA
ji1~gu1~ji1~gu1,jī~gū~jī~gū,ji~gu~ji~gu,唧咕唧咕,唧咕唧咕,NA,NA,NA,NA,NA,NA,SOUND,NA,NA,Gong,NA
ji1~gu1~ji1~gu1,jī~gū~jī~gū,ji~gu~ji~gu,嘰咕嘰咕,叽咕叽咕,NA,NA,NA,NA,NA,NA,SOUND,NA,NA,Gong,NA
ji1~ji1,jī~jī,ji~ji,嘰嘰,叽叽,NA,NA,NA,NA,NA,NA,SOUND,NA,NA,Gong,NA
ji1~ji1,jī~jī,ji~ji,唧唧,唧唧,NA,NA,NA,NA,NA,NA,SOUND,NA,NA,Gong,NA
ji1~ji1,jī~jī,ji~ji,咭咭,咭咭,NA,NA,NA,NA,NA,NA,SOUND,NA,NA,Gong,NA
ji1~ji1~zha1~zha1,jī~jī~zhā~zhā,ji~ji~zha~zha,唧唧喳喳,唧唧喳喳,NA,NA,NA,NA,NA,NA,SOUND,NA,NA,Gong,NA
ji1~ji1~zha1~zha1,jī~jī~zhā~zhā,ji~ji~zha~zha,嘰嘰喳喳,叽叽喳喳,NA,NA,NA,NA,NA,NA,SOUND,NA,NA,Gong,NA
ji1~ji1~ga1~ga1,jī~jī~gā~gā,ji~ji~ga~ga,嘰嘰嘎嘎,叽叽嘎嘎,NA,NA,NA,NA,NA,NA,SOUND,NA,NA,Gong,NA
ji1~ji1~ge1~ge1,jī~jī~gē~gē,ji~ji~ge~ge,咭咭咯咯,咭咭咯咯,NA,NA,NA,NA,NA,NA,SOUND,NA,NA,Gong,NA
ji1~ji1~gu1~gu1,jī~jī~gū~gū,ji~ji~gu~gu,唧唧咕咕,唧唧咕咕,NA,NA,NA,NA,NA,NA,SOUND,NA,NA,Gong,NA
ji1~ji1~gu1~gu1,jī~jī~gū~gū,ji~ji~gu~gu,嘰嘰咕咕,叽叽咕咕,NA,NA,NA,NA,NA,NA,SOUND,NA,NA,Gong,NA
ji1~ji1~gu1~gu1,jī~jī~gū~gū,ji~ji~gu~gu,唧唧呱呱,唧唧呱呱,NA~NA~ku~ku,NA~NA~*kʷˤa~*kʷˤa,NA,NA,NA,NA,SOUND,NA,NA,Gong,NA
ji1~ji1~gu1~gu1,jī~jī~gū~gū,ji~ji~gu~gu,咭咭呱呱,咭咭呱呱,NA~NA~ku~ku,NA~NA~*kʷˤa~*kʷˤa,NA,NA,NA,NA,SOUND,NA,NA,Gong,NA
ji1~ji1~gua1~gua1,jī~jī~guā~guā,ji~ji~gua~gua,咭咭刮刮,咭咭刮刮,NA~NA~kwaet~kwaet,NA~NA~*[kʷˤ]r[a]t~*[kʷˤ]r[a]t,NA,NA,NA,NA,SOUND,NA,NA,Gong,NA
ji1~ji1~jiu1~jiu1,jī~jī~jiū~jiū,ji~ji~jiu~jiu,唧唧啾啾,唧唧啾啾,NA,NA,NA,NA,NA,NA,SOUND,NA,NA,Gong,NA
ji1~ji1~nong2~nong2,jī~jī~nóng~nóng,ji~ji~nong~nong,唧唧噥噥,唧唧哝哝,NA,NA,NA,NA,NA,NA,SOUND,NA,NA,Gong,NA
ji1~ji1~zhi1~zhi1,jī~jī~zhī~zhī,ji~ji~zhi~zhi,唧唧知知,唧唧知知,NA~NA~trje~trje,NA~NA~*tre~*tre,NA,NA,NA,NA,SOUND,NA,NA,Gong,NA
ji1~ji1~zhi1~zhi1,jī~jī~zhī~zhī,ji~ji~zhi~zhi,唧唧吱吱,唧唧吱吱,NA,NA,NA,NA,NA,NA,SOUND,NA,NA,Gong,NA
ji1~li3~gu1~lu1,jī~lǐ~gū~lū,ji~li~gu~lu,嘰里咕嚕,叽里咕噜,NA~liX,NA~*(mə.)rəʔ,NA,NA,NA,NA,SOUND,NA,NA,Gong,NA
ji1~li3~gu1~lu4,jī~lǐ~gū~lù,ji~li~gu~lu,嘰里咕㖨,叽里咕㖨,NA~liX,NA~*(mə.)rəʔ,NA,NA,NA,NA,SOUND,NA,NA,Gong,NA
ji1~li3~gu1~la5,jī~lǐ~gū~la,ji~li~gu~la,嘰里呱啦,叽里呱啦,NA~liX~ku,NA~*(mə.)rəʔ~*kʷˤa,NA,NA,NA,NA,SOUND,NA,NA,Gong,NA
ji1~li1~gu1~la5,jī~lī~gū~la,ji~li~gu~la,嘰哩呱啦,叽哩呱啦,NA~NA~ku,NA~NA~*kʷˤa,NA,NA,NA,NA,SOUND,NA,NA,Gong,NA
ji1~li4~gu1~luo1,jī~lì~gū~luō,ji~li~gu~luo,咭唎呱囉,咭唎呱囉,NA~NA~ku,NA~NA~*kʷˤa,NA,NA,NA,NA,SOUND,NA,NA,Gong,NA
ji2~deng4~deng4,jí~dèng~dèng,ji~deng~deng,吉蹬蹬,吉蹬蹬,kjit,"*C.qi[t] (*C.q- > *k-, escaping palatalization)",NA,NA,NA,NA,SOUND,NA,NA,Gong,NA
ji2~ding1~dang1,jí~dīng~dāng,ji~ding~dang,吉丁當,吉丁当,kjit~teng~tang,"*C.qi[t] (*C.q- > *k-, escaping palatalization)~*tˤeŋ~*tˤaŋ",NA,NA,NA,NA,SOUND,NA,NA,Gong,NA
ji2~ding1~dang1,jí~dīng~dāng,ji~ding~dang,吉玎璫,吉玎璫,kjit,"*C.qi[t] (*C.q- > *k-, escaping palatalization)",NA,NA,NA,NA,SOUND,NA,NA,Gong,NA
ji2~ding1~dang1,jí~dīng~dāng,ji~ding~dang,咭叮璫,咭叮璫,NA,NA,NA,NA,NA,NA,SOUND,NA,NA,Gong,NA
ji2~ding1~ding1~dang1,jí~dīng~dīng~dāng,ji~ding~ding~dang,吉丁丁當,吉丁丁当,kjit~teng~teng~tang,"*C.qi[t] (*C.q- > *k-, escaping palatalization)~*tˤeŋ~*tˤeŋ~*tˤaŋ",NA,NA,NA,NA,SOUND,NA,NA,Gong,NA
ji2~ji2,jí~jí,ji~ji,即即,即即,tsik~tsik,*[ts]ik~*[ts]ik,NA,NA,NA,NA,SOUND,NA,NA,Gong,NA
ji4~ji4~cao2~cao2,jì~jì~cáo~cáo,ji~ji~cao~cao,嚌嚌嘈嘈,哜哜嘈嘈,NA,NA,NA,NA,NA,NA,SOUND,NA,NA,Gong,NA
jia2~jia2,jiá~jiá,jia~jia,戛戛,戛戛,keat~keat,*kˤrik~*kˤrik,NA,NA,NA,NA,SOUND,NA,NA,Gong,NA
jia2~ran2,jiá~rán,jia~ran,戛然,戛然,keat~nyen,*kˤrik~*[n]a[n],NA,NA,NA,NA,SOUND,NA,NA,Gong,NA
jiao1~jia2,jiāo~jiá,jiao~jia,嘐戞,嘐戞,NA,NA,NA,NA,NA,NA,SOUND,NA,NA,Gong,NA
jiao1~jiao1,jiāo~jiāo,jiao~jiao,交交,交交,kaew~kaew,*[k]ˤraw~*[k]ˤraw,NA,NA,NA,NA,SOUND,NA,NA,Gong,NA
yao3~yao3,yǎo~yǎo,yao~yao,咬咬,咬咬,NA,NA,NA,NA,NA,NA,SOUND,NA,NA,Gong,NA
jiao4~jiao4,jiào~jiào,jiao~jiao,叫叫,叫叫,kewH~kewH,*kˤewk-s~*kˤewk-s,NA,NA,NA,NA,SOUND,NA,NA,Gong,NA
jiu1~ji1,jīu~jī,jiu~ji,啾唧,啾唧,NA,NA,NA,NA,NA,NA,SOUND,NA,NA,Gong,NA
jiu1~jiu1,jīu~jīu,jiu~jiu,啾啾,啾啾,NA,NA,NA,NA,NA,NA,SOUND,NA,NA,Gong,NA
jiu1~jiu1~ji1~ji1,jīu~jīu~jī~jī,jiu~jiu~ji~ji,啾啾唧唧,啾啾唧唧,NA,NA,NA,NA,NA,NA,SOUND,NA,NA,Gong,NA
jiu1~zha1,jīu~zhā,jiu~zha,啾哳,啾哳,NA,NA,NA,NA,NA,NA,SOUND,NA,NA,Gong,NA
jiu1~zha1,jīu~zhā,jiu~zha,啾啁,啾啁,NA~traew,NA~*tˤriw,NA,NA,NA,NA,SOUND,NA,NA,Gong,NA
ju1~lü4~lü4,jū~lǜ~lǜ,ju~lü~lü,鞠律律,鞠律律,NA~lwit~lwit,NA~*[r]ut~*[r]ut,NA,NA,NA,NA,SOUND,NA,NA,Gong,NA
jue2~jue2,jué~jué,jue~jue,決決,决决,kwet~kwet,*[k]ʷˤet~*[k]ʷˤet,NA,NA,NA,NA,SOUND,NA,NA,Gong,NA
ka1,kā,ka,喀,喀,NA,NA,NA,NA,NA,NA,SOUND,NA,NA,Gong,NA
ka1,kā,ka,咔,咔,NA,NA,NA,NA,NA,NA,SOUND,NA,NA,Gong,NA
ka1~ba1,kā~bā,ka~ba,喀吧,喀吧,NA,NA,NA,NA,NA,NA,SOUND,NA,NA,Gong,NA
ka1~ba1,kā~bā,ka~ba,咔吧,咔吧,NA,NA,NA,NA,NA,NA,SOUND,NA,NA,Gong,NA
ka1~ba1~ba1,kā~bā~bā,ka~ba~ba,咔叭叭,咔叭叭,NA,NA,NA,NA,NA,NA,SOUND,NA,NA,Gong,NA
ka1~cha1,kā~chā,ka~cha,喀嚓,喀嚓,NA,NA,NA,NA,NA,NA,SOUND,NA,NA,Gong,NA
ka1~cha1,kā~chā,ka~cha,咔嚓,咔嚓,NA,NA,NA,NA,NA,NA,SOUND,NA,NA,Gong,NA
ka1~da1,kā~dā,ka~da,喀噠,喀哒,NA,NA,NA,NA,NA,NA,SOUND,NA,NA,Gong,NA
ka1~da1,kā~dā,ka~da,咔噠,咔哒,NA,NA,NA,NA,NA,NA,SOUND,NA,NA,Gong,NA
ka1~dan1,kā~dān,ka~dan,喀丹,喀丹,NA~tan,NA~*tˤan,NA,NA,NA,NA,SOUND,NA,NA,Gong,NA
ka1~la1,kā~lā,ka~la,喀啦,喀啦,NA,NA,NA,NA,NA,NA,SOUND,NA,NA,Gong,NA
ke1,kē,ke,磕,磕,NA,NA,NA,NA,NA,NA,SOUND,NA,NA,Gong,NA
ke1~ca1,kē~cā,ke~ca,磕擦,磕擦,NA,NA,NA,NA,NA,NA,SOUND,NA,NA,Gong,NA
ke1~ca1,kē~cā,ke~ca,磕叉,磕叉,NA,NA,NA,NA,NA,NA,SOUND,NA,NA,Gong,NA
ke1~ca1,kē~cā,ke~ca,可叉,可叉,khaX,*[k]ʰˤa[j]ʔ,NA,NA,NA,NA,SOUND,NA,NA,Gong,NA
ke1~ca1,kē~cā,ke~ca,扢插,扢插,NA~tsrheap,NA~*mə-[tsʰ]<r>op,NA,NA,NA,NA,SOUND,NA,NA,Gong,NA
ke1~ca1~ca1,kē~cā~cā,ke~ca~ca,磕叉叉,磕叉叉,NA,NA,NA,NA,NA,NA,SOUND,NA,NA,Gong,NA
ge1~zhi1~ge1~cha2,gē~zhī~gē~chá,ge~zhi~ge~cha,胳肢胳察,胳肢胳察,kak~tsye~kak~tsrheat,*[C.q]ˤak~*ke~*[C.q]ˤak~*[tsʰ]ˤret,NA,NA,NA,NA,SOUND,NA,NA,Gong,NA
qi3~chou1~gu3~cha1,qǐ~chōu~gǔ~chā,qi~chou~gu~cha,乞抽扢叉,乞抽扢叉,khj+t~trhjuw,*C.qʰət~*l̥ru,NA,NA,NA,NA,SOUND,NA,NA,Gong,NA
ke1~ca1~ca1,kē~cā~cā,ke~ca~ca,磕擦擦,磕擦擦,NA,NA,NA,NA,NA,NA,SOUND,NA,NA,Gong,NA
ke1~ke1,kē~kē,ke~ke,磕磕,磕磕,NA,NA,NA,NA,NA,NA,SOUND,NA,NA,Gong,NA
ke1~pu1,kē~pū,ke~pu,磕仆,磕仆,NA~phjuH,NA~*pʰ(r)ok-s,NA,NA,NA,NA,SOUND,NA,NA,Gong,NA
ke3~pu1~pu1,kě~pū~pū,ke~pu~pu,可扑扑,可扑扑,khaX,*[k]ʰˤa[j]ʔ,NA,NA,NA,NA,SOUND,NA,NA,Gong,NA
ki4~za1~za1,kì~zā~zā,ki~za~za,克匝匝,克匝匝,khok,*kʰˤək,NA,NA,NA,NA,SOUND,NA,NA,Gong,NA
keng1,kēng,keng,硜,硜,NA,NA,NA,NA,NA,NA,SOUND,NA,NA,Gong,NA
keng1,kēng,keng,礥,礥,NA,NA,NA,NA,NA,NA,SOUND,NA,NA,Gong,NA
keng1,kēng,keng,吭,吭,NA,NA,NA,NA,NA,NA,SOUND,NA,NA,Gong,NA
keng1~keng1,kēng~kēng,keng~keng,吭吭,吭吭,NA,NA,NA,NA,NA,NA,SOUND,NA,NA,Gong,NA
keng1~keng1,kēng~kēng,keng~keng,鑦鑦,鑦鑦,NA,NA,NA,NA,NA,NA,SOUND,NA,NA,Gong,NA
keng1~keng1,kēng~kēng,keng~keng,鑦銁,鑦銁,NA,NA,NA,NA,NA,NA,SOUND,NA,NA,Gong,NA
keng1~keng1,kēng~kēng,keng~keng,鑦肱,鑦肱,NA~kwong,NA~*[k]ʷˤəŋ,NA,NA,NA,NA,SOUND,NA,NA,Gong,NA
keng1~qiang1,kēng~qiāng,keng~qiang,鑦鏘,鑦锵,NA,NA,NA,NA,NA,NA,SOUND,NA,NA,Gong,NA
keng1~qiang1,kēng~qiāng,keng~qiang,鑦鎗,鑦鎗,NA,NA,NA,NA,NA,NA,SOUND,NA,NA,Gong,NA
keng1~ran2,kēng~rán,keng~ran,鑦然,鑦然,NA~nyen,NA~*[n]a[n],NA,NA,NA,NA,SOUND,NA,NA,Gong,NA
kong1,kōng,kong,空,空,khuwng,*kʰˤoŋ,NA,NA,NA,NA,SOUND,NA,NA,Gong,NA
kuang1,kuāng,kuang,哐,哐,NA,NA,NA,NA,NA,NA,SOUND,NA,NA,Gong,NA
kuang1~lang1,kuāng~lāng,kuang~lang,哐啷,哐啷,NA,NA,NA,NA,NA,NA,SOUND,NA,NA,Gong,NA
kuang1~kuang1,kuāng~kuāng,kuang~kuang,匡匡,匡匡,khjwang~khjwang,*k-pʰaŋ~*k-pʰaŋ,NA,NA,NA,NA,SOUND,NA,NA,Gong,NA
la1~la1,lā~lā,la~la,啦啦,啦啦,NA,NA,NA,NA,NA,NA,SOUND,NA,NA,Gong,NA
la1~la1~lian2~lian2,lā~lā~lián~lián,la~la~lian~lian,喇喇嗹嗹,喇喇嗹嗹,NA,NA,NA,NA,NA,NA,SOUND,NA,NA,Gong,NA
la1~se4,lā~sè,la~se,拉瑟,拉瑟,lop~srit,*[r]ˤəp~*[s.m]ri[t],NA,NA,NA,NA,SOUND,NA,NA,Gong,NA
la2~deng1~li3~deng1,lá~dēng~lǐ~dēng,la~deng~li~deng,剌登哩登,剌登哩登,lat~tong~NA~tong,*mə.rˤat (~ C.rˤat ?)~*k-tˤəŋ~NA~*k-tˤəŋ,NA,NA,NA,NA,SOUND,NA,NA,Gong,NA
lang1~lang1,lāng~lāng,lang~lang,啷啷,啷啷,NA,NA,NA,NA,NA,NA,SOUND,NA,NA,Gong,NA
lang2~dang1,láng~dāng,lang~dang,瑯璫,瑯璫,NA,NA,NA,NA,NA,NA,SOUND,NA,NA,Gong,NA
lang2~lang2,láng~láng,lang~lang,瑯瑯,瑯瑯,NA,NA,NA,NA,NA,NA,SOUND,NA,NA,Gong,NA
lang3~lang3,lǎng~lǎng,lang~lang,朗朗,朗朗,langX~langX,*k.rˤaŋʔ~*k.rˤaŋʔ,NA,NA,NA,NA,SOUND,NA,NA,Gong,NA
lao2~lao2,láo~láo,lao~lao,哰哰,哰哰,NA,NA,NA,NA,NA,NA,SOUND,NA,NA,Gong,NA
leng1~leng1,lēng~lēng,leng~leng,㘄㘄,㘄㘄,NA,NA,NA,NA,NA,NA,SOUND,NA,NA,Gong,NA
li4~li4,lì~lì,li~li,嚦嚦,呖呖,NA,NA,NA,NA,NA,NA,SOUND,NA,NA,Gong,NA
li4~li4,lì~lì,li~li,瀝瀝,沥沥,NA,NA,NA,NA,NA,NA,SOUND,NA,NA,Gong,NA
li4~li4,lì~lì,li~li,莅莅,莅莅,NA,NA,NA,NA,NA,NA,SOUND,NA,NA,Gong,NA
li4~li4~xi1~xi1,lì~lì~xī~xī,li~li~xi~xi,瀝瀝淅淅,沥沥淅淅,NA,NA,NA,NA,NA,NA,SOUND,NA,NA,Gong,NA
li4~lu4,lì~lù,li~lu,轣轆,轣辘,NA,NA,NA,NA,NA,NA,SOUND,NA,NA,Gong,NA
lie4~lie4,liè~liè,lie~lie,獵獵,猎猎,ljep~ljep,*r[a]p~*r[a]p,NA,NA,NA,NA,SOUND,NA,NA,Gong,NA
lin2~lin2,lín~lín,lin~lin,轔轔,辚辚,NA,NA,NA,NA,NA,NA,SOUND,NA,NA,Gong,NA
ling2,líng,ling,鈴,铃,NA,NA,NA,NA,NA,NA,SOUND,NA,NA,Gong,NA
ling2~ling2,líng~líng,ling~ling,玲玲,玲玲,NA,NA,NA,NA,NA,NA,SOUND,NA,NA,Gong,NA
ling2~ling2,líng~líng,ling~ling,泠泠,泠泠,NA,NA,NA,NA,NA,NA,SOUND,NA,NA,Gong,NA
liu2~liu2,líu~líu,liu~liu,飀飀,飀飀,NA,NA,NA,NA,NA,NA,SOUND,NA,NA,Gong,NA
long2,lóng,long,隆,隆,ljuwng,*[r]uŋ,NA,NA,NA,NA,SOUND,NA,NA,Gong,NA
long2~long2,lóng~lóng,long~long,隆隆,隆隆,ljuwng~ljuwng,*[r]uŋ~*[r]uŋ,NA,NA,NA,NA,SOUND,NA,NA,Gong,NA
lu4~lu4,lù~lù,lu~lu,轆轆,辘辘,NA,NA,NA,NA,NA,NA,SOUND,NA,NA,Gong,NA
mao1,māo,mao,貓,猫,maew,*C.mˤraw,NA,NA,NA,NA,SOUND,NA,NA,Gong,NA
mi1~mi1,mī~mī,mi~mi,咪咪,咪咪,NA,NA,NA,NA,NA,NA,SOUND,NA,NA,Gong,NA
mi1~wu1,mī~wū,mi~wu,咪嗚,咪呜,NA,NA,NA,NA,NA,NA,SOUND,NA,NA,Gong,NA
mi1~wu1~mi1~wu1,mī~wū~mī~wū,mi~wu~mi~wu,咪嗚咪嗚,咪呜咪呜,NA,NA,NA,NA,NA,NA,SOUND,NA,NA,Gong,NA
miao4~wu1~miao4~wu1,miào~wū~miào~wū,miao~wu~miao~wu,妙嗚妙嗚,妙呜妙呜,mjiewH~NA~mjiewH,*[m]ew(ʔ)-s~NA~*[m]ew(ʔ)-s,NA,NA,NA,NA,SOUND,NA,NA,Gong,NA
mie1,miē,mie,咩,咩,NA,NA,NA,NA,NA,NA,SOUND,NA,NA,Gong,NA
mie1~mie1,miē~miē,mie~mie,咩咩,咩咩,NA,NA,NA,NA,NA,NA,SOUND,NA,NA,Gong,NA
mou1,mōu,mou,哞,哞,NA,NA,NA,NA,NA,NA,SOUND,NA,NA,Gong,NA
nan2~nan2,nán~nán,nan~nan,喃喃,喃喃,NA,NA,NA,NA,NA,NA,SOUND,NA,NA,Gong,NA
nan2~nan2~ne4~ne4,nán~nán~nè~nè,nan~nan~ne~ne,喃喃訥訥,喃喃讷讷,NA~NA~nwot~nwot,NA~NA~*nˤut~*nˤut,NA,NA,NA,NA,SOUND,NA,NA,Gong,NA
nan2~nan2~ne4~ne4,nán~nán~nè~nè,nan~nan~ne~ne,喃喃吶吶,喃喃呐呐,NA~NA~nywet~nywet,NA~NA~*not~*not,NA,NA,NA,NA,SOUND,NA,NA,Gong,NA
ni2~nan2,ní~nán,ni~nan,呢喃,呢喃,NA,NA,NA,NA,NA,NA,SOUND,NA,NA,Gong,NA
ni2~ya4~ni2~ya4,ní~yà~ní~yà,ni~ya~ni~ya,尼亞尼亞,尼亚尼亚,nejX~'aeH~nejX~'aeH,*nˤərʔ~*ʔˤrak-s~*nˤərʔ~*ʔˤrak-s,NA,NA,NA,NA,SOUND,NA,NA,Gong,NA
ng,ng,ng,嗯,嗯,NA,NA,NA,NA,NA,NA,SOUND,NA,NA,Gong,NA
o1~o1,ō~ō,o~o,噢噢,噢噢,NA,NA,NA,NA,NA,NA,SOUND,NA,NA,Gong,NA
pa1,pā,pa,啪,啪,NA,NA,NA,NA,NA,NA,SOUND,NA,NA,Gong,NA
pa1~ca1,pā~cā,pa~ca,啪嚓,啪嚓,NA,NA,NA,NA,NA,NA,SOUND,NA,NA,Gong,NA
pa1~da1,pā~dā,pa~da,啪嗒,啪嗒,NA,NA,NA,NA,NA,NA,SOUND,NA,NA,Gong,NA
pa1~la1,pā~lā,pa~la,啪啦,啪啦,NA,NA,NA,NA,NA,NA,SOUND,NA,NA,Gong,NA
pa1~pa1,pā~pā,pa~pa,啪啪,啪啪,NA,NA,NA,NA,NA,NA,SOUND,NA,NA,Gong,NA
pai1,pāi,pai,拍,拍,phaek,*mə-pʰˤrak,NA,NA,NA,NA,SOUND,NA,NA,Gong,NA
pai1~pai1~pai1,pāi~pāi~pāi,pai~pai~pai,拍拍拍,拍拍拍,phaek~phaek~phaek,*mə-pʰˤrak~*mə-pʰˤrak~*mə-pʰˤrak,NA,NA,NA,NA,SOUND,NA,NA,Gong,NA
pai1~ta4,pāi~tà,pai~ta,拍撻,拍挞,phaek,*mə-pʰˤrak,NA,NA,NA,NA,SOUND,NA,NA,Gong,NA
pang1,pāng,pang,乓,乓,NA,NA,NA,NA,NA,NA,SOUND,NA,NA,Gong,NA
pang1~pang1,pāng~pāng,pang~pang,乓乓,乓乓,NA,NA,NA,NA,NA,NA,SOUND,NA,NA,Gong,NA
pang2~lang2,páng~láng,pang~lang,磅硠,磅硠,NA,NA,NA,NA,NA,NA,SOUND,NA,NA,Gong,NA
pang2~pang2,páng~páng,pang~pang,逢逢,逢逢,bjowng~bjowng,*[C.b](r)oŋ~*[C.b](r)oŋ,NA,NA,NA,NA,SOUND,NA,NA,Gong,NA
pei1,pēi,pei,呸,呸,NA,NA,NA,NA,NA,NA,SOUND,NA,NA,Gong,NA
peng1,pēng,peng,閛,閛,NA,NA,NA,NA,NA,NA,SOUND,NA,NA,Gong,NA
peng1,pēng,peng,砰,砰,NA,NA,NA,NA,NA,NA,SOUND,NA,NA,Gong,NA
peng1,pēng,peng,怦,怦,NA,NA,NA,NA,NA,NA,SOUND,NA,NA,Gong,NA
peng1,pēng,peng,匉,匉,NA,NA,NA,NA,NA,NA,SOUND,NA,NA,Gong,NA
peng1,pēng,peng,嘭,嘭,NA,NA,NA,NA,NA,NA,SOUND,NA,NA,Gong,NA
peng1~peng1,pēng~pēng,peng~peng,怦怦,怦怦,NA,NA,NA,NA,NA,NA,SOUND,NA,NA,Gong,NA
peng1~peng1,pēng~pēng,peng~peng,嘭嘭,嘭嘭,NA,NA,NA,NA,NA,NA,SOUND,NA,NA,Gong,NA
peng2~ca1~ca1,péng~cā~cā,peng~ca~ca,蓬嚓嚓,蓬嚓嚓,NA,NA,NA,NA,NA,NA,SOUND,NA,NA,Gong,NA
peng2~peng2,péng~péng,peng~peng,蓬蓬,蓬蓬,NA,NA,NA,NA,NA,NA,SOUND,NA,NA,Gong,NA
peng2~peng2~peng2,péng~péng~péng,peng~peng~peng,蓬蓬蓬,蓬蓬蓬,NA,NA,NA,NA,NA,NA,SOUND,NA,NA,Gong,NA
peng2~peng2,péng~péng,peng~peng,逢逢,逢逢,bjowng~bjowng,*[C.b](r)oŋ~*[C.b](r)oŋ,NA,NA,NA,NA,SOUND,NA,NA,Gong,NA
peng2~peng2~dang1~dang1,péng~péng~dāng~dāng,peng~peng~dang~dang,蓬蓬鐺鐺,蓬蓬铛铛,NA,NA,NA,NA,NA,NA,SOUND,NA,NA,Gong,NA
pi1~da1~pai1~da1,pī~dā~pāi~dā,pi~da~pai~da,劈嗒拍嗒,劈嗒拍嗒,NA~NA~phaek,NA~NA~*mə-pʰˤrak,NA,NA,NA,NA,SOUND,NA,NA,Gong,NA
pi4~li3~bo1~la1,pì~lǐ~bō~lā,pi~li~bo~la,辟里拨剌,辟里拨剌,bek~liX~NA~lat,*[b]ˤek~*(mə.)rəʔ~NA~*mə.rˤat (~ C.rˤat ?),NA,NA,NA,NA,SOUND,NA,NA,Gong,NA
pi1~li1~pa1~la5,pī~lī~pā~la,pi~li~pa~la,劈哩啪啦,劈哩啪啦,NA,NA,NA,NA,NA,NA,SOUND,NA,NA,Gong,NA
pi1~li1~pa1~la5,pī~lī~pā~la,pi~li~pa~la,噼哩啪啦,噼哩啪啦,NA,NA,NA,NA,NA,NA,SOUND,NA,NA,Gong,NA
pi4~liu2~pu1~lu4,pì~líu~pū~lù,pi~liu~pu~lu,辟留扑碌,辟留扑碌,bek~ljuw,*[b]ˤek~*C.ru,NA,NA,NA,NA,SOUND,NA,NA,Gong,NA
pi1~pa1,pī~pā,pi~pa,劈啪,劈啪,NA,NA,NA,NA,NA,NA,SOUND,NA,NA,Gong,NA
